=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2016.07.26 22:04:39 =~=~=~=~=~=~=~=~=~=~=~=
Tstart,A0,A1,Tstop
2484328,428,159,2484552
2486452,428,159,2486680
2488580,428,158,2488808
2490704,429,159,2490928
2492828,429,159,2493056
2494952,428,159,2495176
2497076,428,159,2497304
2499204,428,159,2499432
2501328,428,158,2501552
2503452,428,159,2503688
2505580,428,158,2505808
2507704,428,159,2507928
2509836,428,159,2510064
2511952,428,158,2512176
2514080,428,158,2514304
2516204,428,159,2516432
2518328,428,158,2518552
2520452,428,159,2520680
2522576,428,159,2522800
2524704,428,158,2524928
2526828,428,158,2527056
2528952,427,158,2529176
2531076,428,159,2531304
2533204,428,158,2533432
2535328,428,159,2535552
2537452,428,158,2537680
2539576,428,159,2539800
2541704,428,159,2541928
2543828,428,159,2544056
2545952,427,158,2546176
2548080,428,158,2548304
2550204,428,159,2550432
2552328,428,159,2552552
2554452,428,159,2554680
2556580,428,158,2556808
2558704,428,159,2558928
2560828,427,158,2561056
2562952,428,159,2563176
2565076,427,158,2565304
2567204,428,159,2567432
2569328,427,159,2569552
2571452,428,159,2571680
2573576,427,158,2573800
2575704,428,159,2575928
2577828,427,158,2578056
2579952,428,159,2580176
2582080,427,158,2582304
2584204,428,159,2584432
2586328,427,158,2586552
2588452,427,158,2588680
2590580,428,159,2590808
2592704,427,158,2592928
2594836,428,159,2595064
2596952,427,158,2597176
2599080,428,159,2599304
2601204,427,158,2601432
2603328,428,158,2603552
2605452,427,158,2605680
2607580,428,159,2607808
2609704,427,158,2609928
2611828,428,159,2612056
2613952,427,159,2614176
2616080,428,159,2616304
2618204,427,159,2618432
2620328,428,159,2620552
2622452,428,159,2622680
2624576,428,159,2624800
2626704,428,159,2626928
2628828,427,158,2629056
2630952,428,159,2631176
2633080,427,158,2633304
2635204,428,159,2635432
2637328,427,158,2637552
2639452,428,159,2639680
2641576,427,158,2641800
2643704,428,159,2643928
2645828,427,158,2646056
2647952,427,158,2648184
2650076,427,158,2650304
2652204,428,159,2652432
2654328,427,158,2654552
2656452,427,159,2656680
2658580,428,159,2658808
2660704,427,158,2660928
2662828,428,158,2663056
2664952,427,158,2665176
2667080,428,159,2667304
2669204,427,159,2669432
2671328,428,159,2671552
2673452,427,158,2673680
2675580,428,159,2675808
2677704,427,158,2677928
2679832,428,158,2680056
2681952,427,158,2682176
2684080,427,159,2684304
2686204,427,158,2686432
2688328,428,159,2688552
2690452,428,158,2690680
2692576,427,158,2692800
2694704,428,159,2694928
2696828,427,158,2697056
2698952,428,159,2699176
2701080,427,158,2701304
2703204,428,159,2703432
2705328,427,158,2705552
2707452,428,158,2707688
2709576,427,159,2709800
2711704,428,159,2711928
2713828,427,159,2714056
2715952,428,159,2716176
2718080,427,158,2718304
2720204,428,159,2720432
2722328,427,158,2722552
2724452,427,158,2724680
2726580,428,159,2726808
2728704,427,158,2728928
2730828,428,159,2731056
2732952,427,159,2733176
2735076,428,158,2735304
2737204,427,158,2737432
2739328,428,159,2739552
2741452,427,158,2741680
2743580,428,159,2743808
2745704,427,158,2745928
2747828,428,159,2748056
2749952,427,158,2750176
2752080,428,159,2752304
2754204,427,158,2754432
2756328,428,159,2756552
2758452,428,159,2758680
2760580,427,158,2760808
2762704,428,158,2762928
2764828,427,159,2765056
2766952,428,159,2767176
2769080,427,158,2769304
2771204,428,159,2771432
2773328,427,159,2773552
2775452,428,159,2775680
2777576,427,159,2777800
2779704,428,159,2779928
2781828,427,158,2782056
2783952,428,159,2784176
2786080,427,159,2786312
2788204,428,159,2788432
2790328,427,158,2790552
2792460,428,159,2792688
2794580,428,159,2794808
2796704,427,158,2796928
2798828,428,159,2799056
2800952,427,158,2801176
2803080,428,159,2803304
2805204,428,159,2805432
2807328,428,159,2807552
2809452,427,158,2809680
2811580,428,159,2811808
2813704,427,158,2813928
2815828,428,159,2816056
2817952,427,159,2818176
2820076,428,159,2820304
2822204,428,158,2822432
2824328,428,158,2824552
2826452,428,159,2826680
2828580,427,158,2828808
2830704,428,159,2830928
2832828,427,158,2833056
2834952,428,159,2835176
2837080,428,158,2837304
2839204,428,159,2839432
2841328,427,159,2841552
2843452,428,159,2843680
2845576,427,159,2845800
2847704,428,159,2847928
2849828,427,158,2850056
2851952,428,159,2852176
2854080,428,158,2854304
2856204,428,159,2856432
2858328,428,158,2858552
2860452,427,159,2860680
2862580,428,158,2862808
2864704,427,158,2864928
2866828,428,158,2867056
2868952,427,158,2869176
2871076,428,159,2871304
2873204,428,159,2873432
2875328,428,159,2875552
2877460,427,159,2877688
2879580,428,159,2879808
2881704,427,158,2881928
2883828,428,159,2884056
2885952,428,159,2886176
2888080,429,159,2888304
2890204,428,158,2890432
2892328,428,158,2892552
2894452,428,158,2894680
2896580,428,158,2896808
2898704,428,159,2898928
2900828,428,158,2901056
2902952,428,159,2903176
2905080,428,158,2905304
2907204,428,159,2907432
2909328,428,159,2909552
2911452,428,159,2911680
2913580,427,159,2913808
2915704,428,159,2915928
2917828,428,158,2918056
2919952,428,159,2920176
2922080,428,158,2922304
2924204,428,159,2924432
2926328,428,158,2926552
2928452,428,158,2928680
2930580,428,159,2930808
2932704,427,159,2932928
2934828,428,159,2935056
2936952,428,158,2937176
2939080,428,159,2939304
2941204,428,158,2941432
2943328,428,159,2943552
2945452,427,158,2945680
2947580,428,159,2947808
2949704,427,158,2949928
2951828,428,159,2952056
2953952,428,159,2954176
2956076,428,159,2956304
2958204,428,159,2958432
2960328,428,159,2960552
2962452,428,159,2962680
2964580,428,158,2964808
2966704,428,159,2966928
2968828,427,159,2969056
2970952,428,159,2971176
2973080,428,159,2973304
2975204,428,159,2975432
2977328,427,159,2977552
2979452,428,158,2979680
2981580,428,158,2981808
2983704,428,159,2983928
2985828,428,158,2986056
2987952,428,159,2988176
2990080,428,158,2990312
2992204,428,159,2992432
2994328,428,159,2994552
2996452,427,158,2996680
2998576,428,158,2998800
3000704,427,159,3000928
3002828,428,159,3003056
3004952,428,158,3005176
3007076,428,159,3007304
3009204,427,159,3009432
3011328,428,159,3011552
3013452,427,158,3013680
3015580,428,158,3015808
3017704,427,158,3017928
3019828,428,159,3020056
3021952,427,159,3022176
3024080,428,159,3024304
3026204,427,158,3026432
3028328,427,158,3028552
3030452,428,159,3030680
3032580,427,159,3032808
3034704,428,158,3034928
3036828,428,159,3037056
3038952,428,159,3039176
3041080,428,159,3041304
3043204,428,159,3043432
3045328,427,158,3045552
3047452,428,159,3047680
3049580,427,159,3049808
3051704,428,159,3051928
3053828,428,158,3054056
3055952,428,159,3056176
3058080,428,158,3058304
3060204,428,159,3060432
3062328,428,159,3062552
3064452,427,158,3064680
3066580,428,159,3066808
3068704,427,158,3068936
3070828,428,159,3071056
3072952,427,159,3073176
3075084,428,159,3075312
3077204,427,158,3077432
3079328,428,159,3079552
3081452,427,158,3081680
3083580,428,159,3083808
3085704,427,158,3085928
3087828,428,159,3088056
3089952,428,159,3090176
3092076,428,159,3092304
3094204,428,159,3094432
3096328,427,158,3096552
3098452,428,159,3098680
3100580,428,158,3100808
3102704,428,159,3102928
3104828,428,158,3105056
3106952,428,159,3107176
3109080,428,158,3109304
3111204,428,159,3111432
3113328,427,159,3113552
3115452,428,159,3115680
3117580,428,159,3117808
3119704,428,159,3119928
3121828,428,159,3122056
3123952,428,159,3124176
3126080,428,158,3126304
3128204,428,159,3128448
3130328,428,158,3130552
3132452,428,158,3132680
3134580,428,159,3134808
3136704,428,159,3136928
3138828,428,159,3139056
3140952,428,159,3141176
3143080,428,159,3143304
3145204,428,158,3145432
3147328,428,159,3147552
3149452,428,158,3149680
3151580,429,159,3151808
3153704,428,158,3153928
3155828,428,159,3156056
3157952,428,159,3158176
3160084,428,159,3160312
3162204,428,159,3162432
3164328,428,158,3164552
3166452,428,159,3166680
3168576,428,159,3168800
3170704,428,159,3170928
3172828,428,158,3173056
3174952,428,159,3175176
3177080,428,158,3177304
3179204,428,158,3179432
3181328,428,158,3181552
3183452,428,159,3183680
3185580,428,158,3185808
3187704,428,159,3187928
3189828,428,159,3190056
3191952,428,159,3192176
3194080,428,158,3194304
3196204,428,158,3196432
3198328,428,159,3198552
3200452,428,159,3200680
3202580,428,159,3202808
3204704,428,159,3204928
3206828,428,159,3207056
3208952,428,159,3209176
3211076,428,159,3211304
3213204,427,158,3213432
3215328,428,159,3215552
3217452,427,159,3217680
3219580,428,159,3219808
3221704,428,159,3221928
3223828,428,159,3224056
3225952,428,158,3226176
3228080,428,159,3228304
3230204,428,159,3230432
3232328,427,158,3232552
3234452,428,159,3234680
3236576,427,159,3236800
3238704,428,159,3238928
3240828,428,158,3241056
3242952,428,159,3243176
3245080,427,158,3245304
3247204,428,158,3247432
3249328,427,158,3249552
3251452,428,159,3251680
3253580,427,159,3253808
3255704,428,159,3255928
3257828,428,159,3258056
3259952,428,159,3260176
3262080,427,158,3262304
3264204,427,158,3264432
3266328,428,159,3266552
3268452,427,159,3268680
3270580,428,159,3270808
3272708,427,159,3272936
3274828,428,159,3275056
3276952,427,159,3277176
3279080,428,159,3279304
3281204,427,158,3281432
3283328,428,159,3283552
3285452,427,159,3285680
3287580,428,159,3287808
3289704,427,158,3289928
3291828,428,159,3292056
3293952,427,159,3294176
3296080,428,159,3296304
3298204,427,158,3298432
3300328,427,158,3300552
3302452,428,159,3302680
3304576,427,159,3304800
3306704,428,159,3306928
3308828,427,158,3309056
3310952,427,159,3311176
3313080,427,158,3313304
3315204,427,159,3315432
3317328,427,158,3317552
3319452,427,159,3319680
3321576,427,159,3321800
3323704,427,159,3323928
3325828,427,159,3326056
3327952,427,159,3328176
3330080,427,158,3330304
3332204,427,158,3332432
3334328,427,159,3334552
3336452,427,158,3336680
3338580,427,159,3338808
3340704,427,159,3340928
3342828,427,159,3343056
3344952,427,159,3345176
3347080,427,159,3347304
3349204,427,158,3349432
3351328,427,159,3351560
3353452,426,159,3353680
3355580,427,159,3355808
3357708,427,159,3357936
3359828,427,159,3360056
3361952,427,158,3362176
3364080,427,159,3364304
3366204,427,159,3366432
3368328,426,158,3368552
3370452,427,159,3370680
3372576,426,159,3372800
3374704,427,159,3374928
3376828,427,159,3377056
3378952,427,159,3379176
3381080,426,158,3381304
3383204,427,159,3383432
3385328,426,159,3385552
3387452,427,159,3387680
3389576,427,159,3389800
3391704,427,159,3391928
3393828,427,158,3394056
3395952,427,159,3396176
3398076,426,158,3398304
3400204,426,158,3400432
3402328,427,159,3402552
3404452,427,159,3404680
3406580,427,159,3406808
3408704,427,158,3408928
3410828,427,159,3411064
3412952,427,159,3413176
3415076,427,159,3415304
3417204,427,158,3417432
3419328,427,159,3419552
3421452,427,159,3421680
3423580,427,159,3423808
3425704,427,159,3425928
3427828,427,159,3428056
3429952,427,158,3430176
3432080,427,158,3432304
3434204,427,159,3434432
3436328,427,159,3436552
3438452,427,159,3438680
3440580,427,159,3440808
3442708,427,159,3442936
3444828,427,159,3445056
3446952,427,159,3447176
3449080,427,158,3449304
3451204,427,159,3451432
3453328,427,159,3453552
3455452,427,159,3455680
3457580,427,159,3457808
3459704,427,159,3459928
3461828,427,159,3462056
3463952,427,159,3464176
3466080,427,158,3466304
3468204,427,159,3468432
3470328,427,159,3470552
3472452,427,159,3472680
3474580,428,159,3474808
3476704,427,158,3476928
3478828,427,159,3479056
3480952,427,158,3481176
3483080,427,159,3483304
3485204,427,158,3485432
3487328,428,159,3487552
3489452,427,158,3489680
3491580,428,158,3491808
3493704,427,158,3493928
3495828,428,159,3496056
3497952,427,158,3498176
3500080,427,158,3500304
3502204,428,159,3502432
3504328,427,158,3504552
3506452,428,159,3506680
3508576,427,159,3508800
3510704,428,159,3510928
3512828,427,159,3513056
3514952,428,158,3515176
3517080,427,158,3517304
3519204,428,159,3519432
3521328,427,158,3521552
3523452,428,159,3523680
3525576,427,158,3525800
3527704,428,159,3527928
3529828,427,158,3530056
3531952,428,159,3532176
3534080,427,159,3534304
3536204,427,159,3536432
3538328,428,159,3538552
3540452,427,159,3540680
3542580,428,159,3542808
3544704,427,158,3544928
3546828,428,159,3547056
3548952,427,159,3549176
3551076,428,159,3551304
3553204,427,158,3553432
3555336,428,159,3555560
3557452,427,159,3557680
3559580,428,159,3559808
3561704,427,158,3561928
3563828,428,159,3564056
3565952,427,158,3566176
3568080,427,159,3568304
3570204,428,159,3570432
3572328,427,159,3572552
3574452,428,159,3574680
3576580,427,159,3576808
3578704,428,159,3578928
3580828,427,159,3581056
3582952,427,159,3583176
3585080,427,159,3585304
3587204,428,159,3587432
3589328,427,159,3589552
3591452,428,159,3591680
3593580,427,159,3593808
3595704,427,159,3595928
3597828,427,158,3598056
3599952,427,158,3600176
3602080,427,158,3602304
3604204,427,159,3604432
3606328,428,159,3606552
3608452,427,159,3608680
3610580,428,159,3610808
3612704,427,158,3612928
3614828,427,158,3615056
3616952,427,158,3617176
3619076,427,159,3619304
3621204,427,159,3621432
3623328,427,159,3623552
3625452,427,159,3625680
3627580,427,159,3627808
3629704,427,158,3629928
3631828,427,159,3632056
3633952,427,158,3634184
3636080,427,159,3636304
3638204,427,159,3638432
3640336,427,159,3640560
3642452,427,159,3642680
3644580,427,159,3644808
3646704,427,159,3646928
3648828,427,159,3649056
3650952,427,159,3651176
3653080,427,158,3653304
3655204,427,159,3655432
3657328,427,158,3657552
3659452,427,159,3659680
3661580,427,159,3661808
3663704,427,158,3663928
3665828,427,158,3666056
3667952,427,159,3668176
3670076,427,159,3670304
3672204,427,159,3672432
3674328,427,159,3674552
3676452,427,158,3676680
3678580,428,159,3678808
3680704,427,158,3680928
3682828,427,159,3683056
3684952,427,158,3685176
3687076,427,159,3687304
3689204,427,159,3689432
3691328,427,159,3691552
3693452,427,159,3693688
3695580,427,159,3695808
3697704,427,159,3697928
3699828,427,159,3700056
3701952,427,158,3702176
3704080,427,159,3704304
3706204,427,159,3706432
3708328,427,159,3708552
3710452,427,159,3710680
3712576,427,159,3712800
3714704,427,159,3714928
3716828,427,158,3717056
3718952,427,159,3719176
3721080,427,159,3721304
3723204,427,159,3723432
3725336,427,159,3725560
3727452,427,159,3727680
3729576,427,159,3729800
3731704,427,159,3731928
3733828,427,158,3734056
3735952,427,159,3736176
3738080,427,159,3738304
3740204,427,159,3740432
3742328,427,159,3742552
3744452,427,158,3744680
3746580,427,159,3746808
3748704,427,159,3748928
3750828,427,159,3751056
3752952,427,158,3753176
3755080,428,159,3755304
3757204,427,159,3757432
3759328,427,159,3759552
3761452,427,158,3761680
3763576,427,159,3763800
3765704,427,158,3765928
3767828,427,159,3768056
3769952,427,159,3770176
3772080,427,159,3772304
3774204,428,159,3774432
3776328,427,158,3776552
3778452,428,159,3778680
3780580,427,159,3780808
3782704,427,159,3782928
3784828,427,158,3785056
3786952,428,159,3787176
3789080,427,158,3789304
3791204,428,159,3791432
3793328,427,158,3793552
3795452,428,159,3795680
3797580,427,158,3797808
3799704,428,159,3799928
3801828,427,158,3802056
3803952,427,159,3804176
3806076,428,159,3806304
3808204,427,159,3808432
3810328,428,159,3810552
3812452,427,158,3812680
3814580,428,159,3814808
3816704,427,158,3816928
3818828,428,159,3819056
